method,column,outliers_removed,outlier_indices,chunk_id
kNN,Longitude,479,"[38912, 40962, 38915, 43013, 40982, 40983, 40984, 40985, 43033, 36900, 43045, 41002, 43054, 41012, 36917, 43065, 41017, 41019, 38971, 38976, 43072, 41028, 38982, 38987, 38992, 38993, 41042, 43093, 43097, 36958, 41057, 43109, 41067, 36976, 43121, 39029, 36983, 39040, 36993, 41092, 43140, 37000, 37002, 37009, 39057, 37011, 43156, 37014, 39070, 39071, 43168, 41123, 43175, 41133, 37039, 37042, 39093, 39096, 43193, 39106, 37059, 41154, 39109, 37075, 41191, 43241, 37102, 37108, 39165, 41214, 37121, 43266, 39169, 43271, 39184, 41236, 39189, 43285, 43288, 43293, 39198, 43294, 37152, 39206, 43308, 43309, 41266, 41267, 37174, 41274, 39230, 41280, 37191, 39240, 37193, 41289, 37210, 37212, 39260, 39261, 43356, 37218, 39272, 39276, 37229, 37232, 43384, 41355, 43408, 41365, 43418, 39327, 41382, 37293, 41393, 43446, 37303, 39357, 37316, 43465, 43478, 37344, 43492, 43493, 39399, 43495, 41453, 37358, 39406, 43501, 43508, 41465, 39420, 39424, 39425, 43534, 39440, 39444, 41498, 39454, 41506, 39467, 41517, 41519, 39472, 37426, 41527, 39482, 43580, 43589, 41542, 39495, 37449, 41547, 41555, 39511, 37464, 37466, 41564, 37472, 37478, 37490, 41586, 39546, 41594, 37511, 39561, 43657, 43658, 41612, 41615, 39579, 43681, 41637, 37543, 41640, 41641, 43688, 37556, 43701, 41655, 37560, 43705, 41661, 41664, 43718, 43730, 43732, 39639, 37594, 41692, 43742, 41700, 37613, 39669, 41723, 43786, 43787, 39693, 41741, 41743, 37652, 41748, 37656, 39706, 39710, 41766, 39727, 41787, 41798, 41805, 37710, 37712, 41808, 41824, 37736, 41836, 39794, 39800, 41848, 39802, 41862, 37768, 41865, 37770, 37779, 37780, 39827, 39829, 37783, 37785, 41883, 39851, 39852, 37811, 41907, 41909, 41911, 37816, 39872, 37848, 41944, 41946, 39903, 41954, 39911, 37868, 37869, 41965, 41970, 37877, 39925, 39926, 39931, 39934, 37892, 37896, 41995, 42001, 39957, 39961, 39969, 42017, 39973, 37931, 39997, 37951, 42051, 40004, 42074, 42076, 37986, 37992, 40041, 40049, 40058, 40061, 38017, 40073, 40081, 40084, 40098, 40104, 42154, 42155, 38064, 40115, 42174, 40128, 40130, 42199, 42209, 38122, 40179, 40182, 42232, 40189, 40190, 38146, 42247, 42251, 40225, 38182, 42278, 38185, 40236, 42298, 42299, 40253, 42305, 42306, 38211, 42316, 38224, 42320, 38233, 38242, 40293, 38248, 38258, 40308, 42358, 38272, 38278, 40329, 40335, 40337, 40339, 42396, 42397, 38302, 40350, 42400, 42401, 38306, 42407, 38321, 38322, 38323, 40382, 40385, 38340, 40397, 40398, 38351, 40401, 38354, 40402, 40403, 42451, 40407, 42469, 38377, 42473, 40445, 42495, 42501, 38406, 42502, 38408, 40462, 40473, 38428, 38429, 42531, 38436, 38442, 38445, 42549, 40504, 42557, 42559, 42560, 38465, 38467, 42565, 42569, 40527, 42587, 38496, 40546, 42606, 40561, 42609, 42614, 40570, 42620, 42629, 42633, 42642, 42643, 40599, 36510, 36514, 42658, 42659, 36517, 40613, 42660, 42662, 40617, 42666, 42668, 36525, 38573, 42676, 38584, 42685, 38596, 40646, 40648, 36555, 36580, 42725, 38633, 36590, 40691, 36597, 42747, 40700, 38655, 40713, 36639, 38697, 40750, 40756, 38710, 36664, 38715, 40765, 42817, 42825, 36683, 40780, 36685, 38735, 36690, 40791, 42843, 38749, 38753, 36706, 38755, 40805, 40806, 38760, 36714, 40811, 38781, 38788, 42884, 36742, 38791, 36745, 38793, 40841, 40842, 42898, 42909, 42911, 40870, 36781, 42931, 42933, 36796, 42945, 36807, 42958, 38867, 36822, 36827, 36829, 38879, 42979, 38888, 42986, 38892, 36853, 36862]",6
IForest,Longitude,478,"[38912, 40962, 38915, 43013, 43014, 36877, 40982, 40983, 40985, 36899, 36900, 43045, 43048, 38953, 41002, 43054, 41012, 36917, 41017, 43065, 38971, 41019, 38976, 43072, 41028, 38982, 38987, 38992, 38993, 38994, 41042, 43093, 43097, 36958, 41057, 43107, 36964, 41067, 36975, 43121, 39029, 43127, 36983, 36985, 39040, 36993, 41092, 43140, 37000, 37009, 39057, 37011, 43156, 39071, 43167, 41133, 39086, 37042, 39093, 39096, 43193, 39106, 37059, 41154, 39109, 37075, 43227, 43234, 41191, 41195, 37102, 43256, 43258, 39165, 41213, 41214, 37121, 39169, 43266, 39173, 43271, 39184, 39189, 41241, 43293, 39198, 43294, 37152, 43308, 43309, 41266, 41267, 39220, 37174, 41274, 39230, 41280, 37191, 37193, 41289, 41293, 37210, 37212, 39260, 43356, 37218, 37222, 39272, 43368, 39276, 37229, 37232, 43384, 41355, 43408, 43418, 39327, 41376, 41388, 37293, 41393, 43441, 43446, 37303, 43452, 39357, 37316, 43465, 43478, 39395, 43493, 39399, 43495, 43500, 41453, 43501, 37363, 43508, 41465, 39420, 39423, 39424, 39425, 43534, 39440, 39444, 41498, 39454, 41506, 37415, 39467, 41517, 41519, 41527, 39482, 43580, 41537, 41538, 41542, 39495, 37449, 41547, 39505, 41555, 39511, 37464, 41559, 37466, 39516, 41564, 41565, 37478, 43625, 37490, 41586, 41594, 37511, 39561, 43657, 43658, 41612, 41615, 39579, 43681, 41637, 37543, 41640, 41641, 37548, 37557, 43701, 41655, 37560, 43705, 41661, 41664, 37570, 43718, 43730, 43732, 39639, 43742, 41700, 37613, 39669, 41723, 37637, 43786, 43787, 39693, 37646, 41741, 37649, 37652, 41748, 37656, 39706, 41754, 39710, 37669, 41766, 39727, 37693, 41800, 41805, 37710, 41808, 41811, 39771, 39772, 41824, 37736, 39800, 39802, 41855, 41862, 37768, 41865, 39824, 37779, 39827, 39829, 41877, 41878, 37785, 41883, 41893, 39852, 37811, 41909, 41911, 37846, 39903, 39911, 37868, 37869, 37877, 39925, 39926, 39931, 37892, 42001, 42002, 39957, 39960, 42010, 39969, 42018, 37923, 39973, 42026, 37931, 42040, 39997, 42051, 40004, 40013, 42076, 37986, 37992, 40041, 40049, 40058, 40061, 38017, 38020, 40073, 40084, 38040, 40104, 42154, 42155, 38064, 38066, 40115, 42174, 40128, 40130, 42199, 38122, 40182, 42232, 40189, 42238, 40190, 38146, 42247, 42251, 40225, 38182, 42278, 38185, 40236, 42298, 42299, 40253, 42305, 42306, 38211, 38242, 40293, 38248, 40308, 42358, 38272, 42370, 42373, 38278, 42374, 40329, 42382, 40335, 40337, 40347, 42396, 38302, 40350, 42400, 42401, 42407, 38321, 38322, 38323, 40376, 40382, 38340, 40397, 40398, 38351, 40401, 40402, 40403, 42451, 40407, 38363, 42473, 40438, 42501, 42502, 38408, 40462, 40473, 38428, 38429, 42531, 38442, 38445, 42549, 42557, 42559, 38465, 38467, 42565, 42569, 40527, 42575, 42587, 40544, 40546, 42606, 40561, 42614, 40570, 42620, 42629, 42633, 42639, 42642, 42645, 38555, 36510, 42658, 42659, 42660, 36517, 40617, 42666, 38573, 42676, 38584, 42685, 36544, 40646, 40648, 40650, 36555, 36564, 36580, 38633, 40691, 36597, 42747, 40700, 38655, 36610, 40713, 36639, 38697, 40750, 40756, 38710, 36664, 38715, 40765, 42817, 38725, 36683, 40780, 42832, 36690, 40790, 38743, 40791, 42843, 38749, 38753, 36706, 38755, 36709, 40806, 38760, 40811, 40819, 38788, 36742, 38791, 40839, 40841, 36745, 38793, 36748, 42887, 36754, 42898, 42909, 42911, 36781, 42931, 40885, 42933, 42939, 36796, 40897, 42945, 36807, 40905, 42958, 40916, 38869, 36827, 36829, 42979, 38885, 42981, 38888, 38892, 36853, 36862]",6
LODA,Longitude,5,"[39109, 38987, 39467, 42931, 42299]",6
OC-SVM,Longitude,479,"[38912, 40962, 38915, 43013, 43014, 36871, 36877, 38930, 40983, 40985, 43038, 36899, 36900, 38949, 43045, 38953, 41002, 38956, 36912, 43056, 38964, 36917, 41012, 43060, 41017, 43065, 38971, 41019, 43072, 41028, 38987, 38993, 38994, 43093, 36958, 41057, 43107, 39018, 41067, 36975, 43121, 39029, 43127, 41088, 41092, 43140, 37000, 37009, 39057, 43156, 43160, 39071, 41124, 39086, 41135, 41136, 39096, 39106, 41154, 39109, 37075, 43227, 43234, 41191, 41195, 37102, 43251, 43256, 43258, 39165, 43264, 37121, 39170, 39169, 43266, 39173, 39174, 41229, 39184, 39189, 41241, 39198, 37152, 43306, 43308, 37165, 43309, 37167, 41266, 41267, 39220, 41274, 39230, 39233, 37193, 41289, 39243, 43339, 41293, 37202, 43346, 37210, 37212, 39260, 39263, 37218, 37222, 41318, 39272, 43368, 39276, 37232, 43384, 43394, 37271, 43418, 39327, 41376, 37281, 39336, 41388, 43436, 41393, 43441, 43443, 37303, 43452, 39357, 41409, 37316, 37333, 43478, 39395, 43493, 43495, 43500, 41453, 37363, 43508, 41465, 41467, 39420, 39423, 37377, 39425, 39426, 43532, 43534, 37393, 39443, 39444, 41498, 41506, 37415, 43560, 39467, 41517, 41519, 41527, 39482, 43580, 39489, 41537, 41538, 41542, 39495, 37449, 41547, 43596, 39505, 41555, 37464, 37468, 39516, 41564, 43615, 37478, 43625, 37482, 41586, 41594, 37511, 39561, 43658, 41612, 41615, 39569, 39579, 41627, 43681, 39586, 41637, 37543, 41641, 43689, 39597, 37551, 37557, 43701, 41655, 43705, 41664, 37570, 43730, 37588, 39639, 43739, 43742, 37601, 41700, 37637, 43784, 43786, 39693, 41741, 37649, 37652, 41748, 41750, 39706, 41754, 37669, 39727, 37693, 41805, 41808, 41821, 41824, 39792, 39802, 41855, 41862, 37768, 41865, 37779, 39827, 41877, 41878, 41883, 41893, 39852, 39853, 37825, 39876, 37846, 39903, 37859, 39910, 39913, 37868, 37869, 37877, 39925, 41981, 37892, 42001, 42002, 39957, 42010, 39969, 37923, 39973, 42026, 37931, 39984, 39997, 42051, 40004, 40006, 42076, 37992, 40041, 40049, 40058, 38020, 40073, 38036, 40084, 38040, 40104, 42154, 38064, 38066, 40115, 42174, 40128, 40130, 42197, 42199, 38122, 40182, 42232, 40190, 38146, 42247, 40200, 42251, 40206, 38167, 40225, 42278, 38185, 40236, 42298, 42299, 42305, 42306, 38211, 42323, 40293, 38248, 40301, 40308, 42358, 42360, 42365, 42370, 42373, 38278, 42374, 40329, 42382, 40335, 40337, 40347, 42396, 40352, 42401, 42407, 38321, 38323, 38324, 40376, 38340, 42439, 40397, 40398, 38351, 40401, 40402, 40403, 42451, 40407, 38363, 42473, 40438, 42501, 38408, 40462, 38419, 40473, 38428, 38429, 40492, 38445, 38446, 42549, 42557, 42559, 38465, 38467, 42565, 42569, 40527, 42585, 42587, 38492, 40544, 40546, 42606, 40561, 42614, 40570, 42620, 42629, 42633, 42639, 42642, 36501, 42645, 38555, 42658, 42659, 42660, 36517, 40617, 42666, 38573, 38584, 38589, 42685, 36544, 42688, 40646, 40648, 40650, 36555, 36559, 38607, 36564, 36580, 38633, 40691, 36597, 42747, 40700, 36606, 38655, 36610, 40712, 40713, 36629, 40727, 36639, 42785, 36658, 40756, 38710, 36664, 42817, 38725, 42826, 36683, 40780, 42832, 36690, 42835, 40790, 38743, 40791, 38746, 42843, 38749, 38753, 38755, 40806, 38760, 42857, 40811, 40819, 38772, 38788, 40839, 42887, 36745, 38793, 40841, 36748, 36754, 42898, 42911, 36775, 36781, 36784, 42931, 42933, 36796, 36797, 40896, 40897, 42945, 40900, 36807, 36808, 40905, 42958, 40916, 38869, 36827, 36829, 42979, 38885, 42981, 38889, 42985, 38892, 36853, 43000, 36862]",6
Z-Score,Longitude,119,"[38912, 39425, 40962, 43534, 38428, 41506, 39973, 41002, 42549, 41527, 41019, 38971, 42557, 41542, 37449, 40527, 38993, 41555, 43093, 42587, 41564, 36958, 37478, 41067, 40049, 43121, 42614, 41594, 40058, 37000, 40073, 41615, 37009, 42642, 39071, 43681, 42659, 42660, 40104, 41641, 42154, 38064, 38584, 39096, 42174, 41664, 39106, 40130, 40648, 36555, 43730, 37075, 42199, 43742, 36580, 41700, 41191, 40182, 40700, 39165, 40190, 38655, 39169, 38146, 43266, 40713, 43786, 42251, 37652, 39189, 41748, 39198, 40225, 40236, 39727, 41266, 41267, 36664, 39230, 42305, 36683, 41805, 41808, 40791, 42843, 37218, 38755, 40806, 38760, 39272, 40811, 39276, 40308, 42358, 39802, 40841, 40335, 42898, 43418, 41883, 39327, 42911, 42407, 38321, 41393, 38323, 36796, 42945, 38340, 36807, 40401, 40403, 43478, 40407, 43493, 37868, 37869, 36853, 36862]",6
IQR,Longitude,243,"[38912, 39425, 40962, 38915, 37892, 42501, 43013, 40462, 43534, 42001, 39444, 39957, 40983, 40473, 41498, 40985, 38428, 38429, 39969, 41506, 36900, 39973, 43045, 41002, 39467, 38445, 41517, 41519, 41012, 36917, 42549, 41527, 43065, 39482, 38971, 41019, 42557, 43580, 42559, 38465, 42051, 40004, 41028, 41542, 39495, 42565, 37449, 42569, 38987, 40527, 38993, 41555, 43093, 37464, 42587, 41564, 36958, 41057, 40546, 37478, 41067, 42606, 40049, 40561, 43121, 39029, 42614, 41594, 40058, 42620, 43140, 42629, 37511, 37000, 40073, 42633, 43658, 41612, 41615, 37009, 39057, 42642, 40084, 43156, 39579, 39071, 43681, 42658, 42659, 42660, 36517, 41637, 40104, 40617, 41641, 42154, 42666, 38064, 40115, 41655, 38584, 39096, 43705, 42685, 42174, 40128, 41664, 39106, 40130, 41154, 39109, 40648, 36555, 43730, 37075, 39639, 42199, 43742, 36580, 41700, 41191, 38633, 38122, 40691, 36597, 40182, 42232, 40700, 39165, 40190, 38655, 37121, 38146, 39169, 43266, 42247, 40713, 43786, 42251, 39693, 41741, 39184, 37652, 39189, 41748, 39706, 39198, 36639, 37152, 40225, 42278, 38185, 40236, 43308, 43309, 39727, 41266, 41267, 38710, 36664, 42298, 42299, 39230, 42305, 42306, 41289, 36683, 40780, 41805, 41808, 36690, 40791, 37210, 42843, 39260, 38749, 41824, 37218, 38755, 40293, 40806, 38760, 39272, 40811, 39276, 37232, 40308, 42358, 43384, 39802, 41862, 37768, 36745, 38793, 40329, 40841, 41865, 40335, 40337, 42898, 37779, 39827, 43418, 41883, 42396, 39327, 42911, 42407, 39852, 36781, 38321, 41393, 38323, 42931, 37303, 36796, 39357, 42945, 37316, 38340, 36807, 40398, 38351, 40401, 40402, 40403, 43478, 40407, 36827, 36829, 39903, 43493, 43495, 42473, 37868, 37869, 38892, 41453, 36853, 39925, 41465, 39420, 36862]",6
MAD,Longitude,243,"[38912, 39425, 40962, 38915, 37892, 42501, 43013, 40462, 43534, 42001, 39444, 39957, 40983, 40473, 41498, 40985, 38428, 38429, 39969, 41506, 36900, 39973, 43045, 41002, 39467, 38445, 41517, 41519, 41012, 36917, 42549, 41527, 43065, 39482, 38971, 41019, 42557, 43580, 42559, 38465, 42051, 40004, 41028, 41542, 39495, 42565, 37449, 42569, 38987, 40527, 38993, 41555, 43093, 37464, 42587, 41564, 36958, 41057, 40546, 37478, 41067, 42606, 40049, 40561, 43121, 39029, 42614, 41594, 40058, 42620, 43140, 42629, 37511, 37000, 40073, 42633, 43658, 41612, 41615, 37009, 39057, 42642, 40084, 43156, 39579, 39071, 43681, 42658, 42659, 42660, 36517, 41637, 40104, 40617, 41641, 42154, 42666, 38064, 40115, 41655, 38584, 39096, 43705, 42685, 42174, 40128, 41664, 39106, 40130, 41154, 39109, 40648, 36555, 43730, 37075, 39639, 42199, 43742, 36580, 41700, 41191, 38633, 38122, 40691, 36597, 40182, 42232, 40700, 39165, 40190, 38655, 37121, 38146, 39169, 43266, 42247, 40713, 43786, 42251, 39693, 41741, 39184, 37652, 39189, 41748, 39706, 39198, 36639, 37152, 40225, 42278, 38185, 40236, 43308, 43309, 39727, 41266, 41267, 38710, 36664, 42298, 42299, 39230, 42305, 42306, 41289, 36683, 40780, 41805, 41808, 36690, 40791, 37210, 42843, 39260, 38749, 41824, 37218, 38755, 40293, 40806, 38760, 39272, 40811, 39276, 37232, 40308, 42358, 43384, 39802, 41862, 37768, 36745, 38793, 40329, 40841, 41865, 40335, 40337, 42898, 37779, 39827, 43418, 41883, 42396, 39327, 42911, 42407, 39852, 36781, 38321, 41393, 38323, 42931, 37303, 36796, 39357, 42945, 37316, 38340, 36807, 40398, 38351, 40401, 40402, 40403, 43478, 40407, 36827, 36829, 39903, 43493, 43495, 42473, 37868, 37869, 38892, 41453, 36853, 39925, 41465, 39420, 36862]",6
HBOS,User_Activity_Driving,0,[],6
kNN,User_Activity_Driving,0,[],6
IForest,User_Activity_Driving,0,[],6
LODA,User_Activity_Driving,0,[],6
OC-SVM,User_Activity_Driving,0,[],6
Z-Score,User_Activity_Driving,0,[],6
IQR,User_Activity_Driving,0,[],6
